date,transactions,sales,sales_transactions,cash_sales,cashless_transactions,cashless_kind,cashless_sales,cashless_sales_kind,customers,Customer_unit_price,store_horiday
2022/09/11,79,79768,42,38356,37,選択なし(2)/交通系IC(10)/Master(12)/WAON(2)/JCB(3)/iD(4)/QUICPay(4),41411,選択なし(1611)/交通系IC(7800)/Master(20819)/WAON(840)/JCB(1196)/iD(3614)/QUICPay(5531),79,1010,0
2022/09/12,0,0,0,0,0,,0,,0,0,1
2022/09/13,0,0,0,0,0,,0,,0,0,1
2022/09/14,33,33179,18,19803,15,交通系IC(7)/iD(4)/Master(2)/JCB(1)/選択なし(1),13376,交通系IC(4733)/iD(2994)/Master(3018)/JCB(281)/選択なし(2350),33,1005,0
2022/09/15,58,47727,30,24090,28,交通系IC(14)/Master(11)/iD(2)/JCB(1),23637,交通系IC(10198)/Master(11611)/iD(1237)/JCB(591),58,823,0
2022/09/16,52,45731,31,26031,21,QUICPay(2)/JCB(3)/Master(6)/交通系IC(9)/選択なし(1),19700,QUICPay(2524)/JCB(2086)/Master(6773)/交通系IC(7375)/選択なし(942),52,879,0
2022/09/17,66,70960,30,29850,36,Master(16)/交通系IC(8)/QUICPay(3)/JCB(3)/iD(6),41110,Master(21764)/交通系IC(4783)/QUICPay(4908)/JCB(2583)/iD(7072),66,1075,0
2022/09/18,47,52034,24,22229,23,交通系IC(10)/JCB(6)/Master(5)/QUICPay(1)/iD(1),29806,交通系IC(11820)/JCB(7630)/Master(7921)/QUICPay(1309)/iD(1126),47,1107,0
2022/09/19,0,0,0,0,0,,0,,0,0,1
2022/09/20,37,30957,22,18966,15,交通系IC(6)/Master(4)/JCB(1)/QUICPay(1)/iD(3),11991,交通系IC(3798)/Master(3337)/JCB(470)/QUICPay(1843)/iD(2543),37,837,0
2022/09/21,48,44536,27,26263,21,Master(7)/JCB(4)/交通系IC(8)/選択なし(1)/iD(1),18273,Master(7669)/JCB(2765)/交通系IC(6495)/選択なし(805)/iD(539),48,928,0
2022/09/22,46,37852,28,22786,18,JCB(2)/交通系IC(8)/iD(2)/Master(4)/選択なし(1)/WAON(1),15067,JCB(1790)/交通系IC(5874)/iD(1414)/Master(3269)/選択なし(2167)/WAON(553),46,823,0
2022/09/23,65,67006,30,27188,35,Master(9)/iD(3)/交通系IC(17)/JCB(4)/WAON(1)/QUICPay(1),39818,Master(12234)/iD(3904)/交通系IC(19348)/JCB(1775)/WAON(2392)/QUICPay(165),65,1031,0
2022/09/24,61,63265,30,26223,31,交通系IC(15)/Master(10)/iD(3)/QUICPay(1)/選択なし(2),37042,交通系IC(15456)/Master(14750)/iD(3682)/QUICPay(390)/選択なし(2764),61,1037,0
2022/09/25,66,69503,44,45934,22,Master(7)/iD(2)/交通系IC(10)/選択なし(1)/JCB(1)/QUICPay(1),23568,Master(8266)/iD(592)/交通系IC(12520)/選択なし(735)/JCB(561)/QUICPay(894),66,1053,0
2022/09/26,0,0,0,0,0,,0,,0,0,1
2022/09/27,40,37349,25,23186,15,交通系IC(6)/Master(6)/iD(2)/QUICPay(1),14163,交通系IC(2490)/Master(8573)/iD(1677)/QUICPay(1423),40,934,0
2022/09/28,53,39814,25,18616,28,交通系IC(13)/Master(4)/選択なし(2)/JCB(3)/iD(2)/WAON(1)/QUICPay(3),21197,交通系IC(10020)/Master(4044)/選択なし(1139)/JCB(1501)/iD(1224)/WAON(610)/QUICPay(2659),53,751,0
2022/09/29,62,46887,32,21550,30,Master(10)/交通系IC(13)/選択なし(1)/iD(5)/JCB(1),25336,Master(8995)/交通系IC(9809)/選択なし(1463)/iD(4561)/JCB(508),62,756,0
2022/09/30,35,33479,19,17076,16,Master(4)/交通系IC(8)/JCB(3)/iD(1),16403,Master(3594)/交通系IC(6783)/JCB(4922)/iD(1104),35,957,0
2022/10/1,64,70142,34,29990,30,Master(12)/交通系IC(10)/QUICPay(2)/JCB(3)/選択なし(1)/iD(2),40152,Master(22082)/交通系IC(9188)/QUICPay(679)/JCB(4585)/選択なし(1502)/iD(2116),64,1096,0
2022/10/2,81,81333,37,33454,44,交通系IC(16)/iD(6)/Master(13)/選択なし(1)/WAON(1)/JCB(5)/QUICPay(2),47880,交通系IC(13680)/iD(6394)/Master(17557)/選択なし(1279)/WAON(2341)/JCB(4272)/QUICPay(2357),81,1004,0
2022/10/3,0,0,0,0,0,,0,,0,0,1
2022/10/4,62,58887,36,30319,26,Master(12)/交通系IC(5)/選択なし(1)/JCB(4)/iD(4),28567,Master(15184)/交通系IC(4975)/選択なし(820)/JCB(3422)/iD(4166),62,950,0
2022/10/5,34,30700,16,11256,18,交通系IC(9)/JCB(5)/Master(4),19445,交通系IC(11494)/JCB(3615)/Master(4336),34,903,0
2022/10/6,44,36845,23,15927,21,Master(8)/iD(1)/JCB(6)/交通系IC(6),20917,Master(10283)/iD(680)/JCB(4558)/交通系IC(5396),44,837,0
2022/10/7,34,30157,19,14472,15,Master(8)/iD(2)/JCB(2)/QUICPay(1)/交通系IC(2),15685,Master(10869)/iD(1080)/JCB(2321)/QUICPay(904)/交通系IC(511),34,887,0
2022/10/8,84,90023,40,36221,44,Master(19)/JCB(7)/交通系IC(13)/選択なし(2)/iD(2)/QUICPay(1),53803,Master(25937)/JCB(6208)/交通系IC(13139)/選択なし(2698)/iD(4196)/QUICPay(1625),84,1072,0
2022/10/9,57,66920,35,38598,22,Master(4)/交通系IC(6)/iD(3)/選択なし(1)/JCB(6)/QUICPay(2),28322,Master(6541)/交通系IC(6238)/iD(4079)/選択なし(1481)/JCB(7252)/QUICPay(2731),57,1174,0
2022/10/10,0,0,0,0,0,,0,,0,0,1
2022/10/11,0,0,0,0,0,,0,,0,0,1
2022/10/12,52,52815,25,24582,27,交通系IC(12)/JCB(6)/Master(6)/iD(3),28234,交通系IC(12889)/JCB(7379)/Master(5411)/iD(2555),52,1016,0
2022/10/13,40,32463,25,21328,15,iD(2)/交通系IC(7)/JCB(3)/Master(3),11135,iD(952)/交通系IC(5170)/JCB(1786)/Master(3227),40,812,0
2022/10/14,32,32170,20,16306,12,JCB(3)/Master(6)/交通系IC(2)/iD(1),15864,JCB(2843)/Master(9265)/交通系IC(3165)/iD(591),32,1005,0
2022/10/15,84,85693,37,33013,47,iD(4)/Master(21)/JCB(6)/交通系IC(15)/QUICPay(1),52681,iD(4275)/Master(29430)/JCB(5428)/交通系IC(12821)/QUICPay(727),84,1020,0
2022/10/16,76,71125,51,47259,25,Master(7)/iD(3)/交通系IC(11)/QUICPay(2)/JCB(2),23865,Master(7964)/iD(2039)/交通系IC(8606)/QUICPay(2605)/JCB(2651),76,936,0
2022/10/17,0,0,0,0,0,,0,,0,0,1
2022/10/18,58,54841,30,20615,28,WAON(1)/交通系IC(16)/Master(3)/選択なし(2)/JCB(3)/QUICPay(2)/iD(1),34226,WAON(495)/交通系IC(21272)/Master(5070)/選択なし(1795)/JCB(2928)/QUICPay(1740)/iD(926),58,946,0
2022/10/19,53,42556,37,29316,16,WAON(1)/交通系IC(5)/Master(7)/JCB(2)/iD(1),13241,WAON(330)/交通系IC(2902)/Master(7464)/JCB(2147)/iD(398),53,803,0
2022/10/20,45,38533,32,21630,13,JCB(2)/交通系IC(5)/選択なし(1)/Master(5),16903,JCB(1625)/交通系IC(4146)/選択なし(680)/Master(10452),45,856,0
2022/10/21,44,33932,19,12509,25,Master(3)/交通系IC(12)/JCB(6)/iD(3)/選択なし(1),21423,Master(2669)/交通系IC(10811)/JCB(4271)/iD(2528)/選択なし(1144),44,771,0
2022/10/22,90,100670,42,37677,49,交通系IC(14)/iD(6)/Master(20)/JCB(5)/QUICPay(1)/WAON(2)/選択なし(1),62993,交通系IC(15999)/iD(7718)/Master(26313)/JCB(7232)/QUICPay(916)/WAON(3989)/選択なし(826),90,1119,0
2022/10/23,78,79531,37,39023,41,交通系IC(17)/Master(14)/iD(3)/JCB(2)/QUICPay(3)/選択なし(1)/WAON(1),40508,交通系IC(14995)/Master(16436)/iD(3467)/JCB(1129)/QUICPay(2455)/選択なし(1396)/WAON(630),78,1020,0
2022/10/24,0,0,0,0,0,,0,,0,0,1
2022/10/25,50,41182,27,20705,23,交通系IC(9)/iD(6)/WAON(2)/Master(5)/JCB(1),20476,交通系IC(8855)/iD(4727)/WAON(1999)/Master(4465)/JCB(430),50,824,0
2022/10/26,49,42064,27,21179,22,交通系IC(7)/Master(8)/選択なし(2)/iD(3)/JCB(2),20886,交通系IC(5177)/Master(8074)/選択なし(3468)/iD(1404)/JCB(2763),49,858,0
2022/10/27,51,52597,28,27129,23,Master(8)/選択なし(1)/交通系IC(6)/JCB(5)/iD(3),25468,Master(7531)/選択なし(1075)/交通系IC(4520)/JCB(9678)/iD(2664),51,1031,0
2022/10/28,43,30443,25,17424,18,交通系IC(10)/Master(2)/iD(4)/JCB(1)/QUICPay(1),13019,交通系IC(7381)/Master(1784)/iD(1705)/JCB(1431)/QUICPay(718),43,708,0
2022/10/29,93,95694,44,41305,49,WAON(2)/交通系IC(22)/JCB(7)/QUICPay(2)/Master(12)/選択なし(2)/iD(2),54389,WAON(1181)/交通系IC(18339)/JCB(8653)/QUICPay(2473)/Master(17060)/選択なし(4300)/iD(2383),93,1029,0
2022/10/30,68,65570,40,35096,28,交通系IC(10)/JCB(4)/Master(5)/iD(8)/QUICPay(1),30475,交通系IC(9763)/JCB(5369)/Master(7041)/iD(7306)/QUICPay(996),68,964,0
2022/10/31,0,0,0,0,0,,0,,0,0,1
2022/11/1,64,55375,36,28937,28,交通系IC(12)/Master(8)/QUICPay(1)/iD(2)/JCB(4)/WAON(1),26438,交通系IC(9153)/Master(8147)/QUICPay(710)/iD(3117)/JCB(4905)/WAON(406),64,865,0
2022/11/2,53,57858,30,30925,23,交通系IC(8)/Master(8)/iD(2)/JCB(5),26933,交通系IC(7409)/Master(11565)/iD(2274)/JCB(5685),53,1092,0
2022/11/3,83,87837,49,52274,34,交通系IC(17)/Master(10)/JCB(1)/QUICPay(2)/iD(4),35562,交通系IC(15662)/Master(11120)/JCB(1090)/QUICPay(2719)/iD(4971),83,1058,0
2022/11/4,49,48262,24,18241,25,JCB(4)/Master(8)/交通系IC(11)/iD(1)/選択なし(1),30021,JCB(3656)/Master(10115)/交通系IC(14366)/iD(773)/選択なし(1111),49,985,0
2022/11/5,85,84224,53,51673,32,Master(13)/JCB(3)/交通系IC(9)/iD(4)/QUICPay(1)/WAON(1)/選択なし(1),32551,Master(16182)/JCB(2478)/交通系IC(6409)/iD(4899)/QUICPay(814)/WAON(290)/選択なし(1479),85,991,0
2022/11/6,92,83747,54,47046,38,JCB(5)/iD(2)/Master(15)/交通系IC(14)/QUICPay(2),36701,JCB(3283)/iD(2931)/Master(19156)/交通系IC(10121)/QUICPay(1210),92,910,0
2022/11/7,0,0,0,0,0,,0,,0,0,1
2022/11/8,47,44031,27,25538,20,交通系IC(9)/Master(8)/JCB(1)/iD(2),18493,交通系IC(6333)/Master(6161)/JCB(1945)/iD(4054),47,937,0
2022/11/9,42,32413,25,19184,17,Master(4)/交通系IC(6)/WAON(2)/iD(3)/JCB(2),13229,Master(2883)/交通系IC(4492)/WAON(1325)/iD(3430)/JCB(1099),42,772,0
2022/11/10,45,45955,27,26503,18,Master(6)/交通系IC(5)/選択なし(1)/iD(2)/JCB(2)/QUICPay(2),19452,Master(7173)/交通系IC(5903)/選択なし(510)/iD(1233)/JCB(3103)/QUICPay(1530),45,1021,0
2022/11/11,42,33131,26,18558,16,交通系IC(7)/JCB(2)/QUICPay(1)/Master(4)/選択なし(1)/iD(1),14571,交通系IC(5249)/JCB(2440)/QUICPay(1169)/Master(4484)/選択なし(609)/iD(620),42,789,0
2022/11/12,96,108539,52,55532,44,交通系IC(16)/iD(6)/WAON(1)/Master(15)/JCB(6),53008,交通系IC(18083)/iD(8332)/WAON(551)/Master(18972)/JCB(7070),96,1131,0
2022/11/13,73,78915,35,34782,38,iD(6)/WAON(1)/Master(15)/JCB(5)/交通系IC(10)/QUICPay(1),44133,iD(6213)/WAON(749)/Master(19926)/JCB(6056)/交通系IC(10349)/QUICPay(840),73,1081,0
2022/11/14,0,0,0,0,0,,0,,0,0,1
2022/11/15,0,0,0,0,0,,0,,0,0,1
2022/11/16,47,45355,26,21384,21,JCB(4)/QUICPay(1)/交通系IC(11)/Master(4)/iD(1),23972,JCB(3819)/QUICPay(683)/交通系IC(12498)/Master(5782)/iD(1190),47,965,0
2022/11/17,48,39481,25,18785,23,交通系IC(11)/JCB(4)/Master(7)/iD(1),20696,交通系IC(9970)/JCB(4994)/Master(5182)/iD(550),48,823,0
2022/11/18,55,50064,26,22488,29,Master(9)/交通系IC(15)/QUICPay(1)/iD(2)/JCB(2),27577,Master(9421)/交通系IC(12220)/QUICPay(1290)/iD(3233)/JCB(1413),55,910,0
2022/11/19,84,89558,47,47742,37,Master(12)/JCB(4)/交通系IC(11)/QUICPay(1)/WAON(2)/iD(7),41817,Master(15230)/JCB(4606)/交通系IC(10068)/QUICPay(850)/WAON(2469)/iD(8594),84,1066,0
2022/11/20,65,73902,36,35663,29,交通系IC(15)/Master(9)/iD(3)/JCB(1)/QUICPay(1),38239,交通系IC(16668)/Master(15345)/iD(5416)/JCB(220)/QUICPay(590),65,1137,0
2022/11/21,0,0,0,0,0,,0,,0,0,1
2022/11/22,53,45793,28,20198,25,Master(13)/交通系IC(7)/iD(4)/JCB(1),25595,Master(13940)/交通系IC(6723)/iD(3851)/JCB(1081),53,864,0
2022/11/23,35,39579,20,18482,15,JCB(3)/QUICPay(1)/Master(5)/交通系IC(5)/iD(1),21098,JCB(3164)/QUICPay(491)/Master(7725)/交通系IC(6782)/iD(2936),35,1131,0
2022/11/24,33,33066,15,11546,18,Master(7)/iD(3)/交通系IC(6)/JCB(2),21521,Master(8702)/iD(4082)/交通系IC(6999)/JCB(1738),33,1002,0
2022/11/25,37,28871,19,15271,18,JCB(4)/交通系IC(10)/Master(4),13601,JCB(3007)/交通系IC(8471)/Master(2123),37,780,0
2022/11/26,88,113041,36,40481,52,iD(7)/交通系IC(21)/JCB(4)/Master(20),72560,iD(6628)/交通系IC(24978)/JCB(3325)/Master(37629),88,1285,0
2022/11/27,93,109882,53,52809,40,JCB(8)/Master(15)/交通系IC(12)/選択なし(2)/iD(3),57074,JCB(12818)/Master(23053)/交通系IC(11903)/選択なし(4581)/iD(4719),93,1182,0
2022/11/28,0,0,0,0,0,,0,,0,0,1
2022/11/29,50,47925,30,25178,20,交通系IC(5)/Master(9)/選択なし(1)/JCB(4)/QUICPay(1),22747,交通系IC(3725)/Master(12931)/選択なし(369)/JCB(3682)/QUICPay(2040),50,959,0
2022/11/30,41,35841,20,19866,21,Master(9)/交通系IC(7)/QUICPay(1)/WAON(1)/JCB(2)/iD(1),15976,Master(7791)/交通系IC(4293)/QUICPay(523)/WAON(1439)/JCB(1040)/iD(890),41,874,0
2022/12/1,43,46446,24,22252,19,交通系IC(5)/JCB(3)/Master(9)/選択なし(1)/iD(1),24194,交通系IC(5076)/JCB(3188)/Master(14021)/選択なし(680)/iD(1229),43,1080,0
2022/12/2,60,54754,36,27058,24,Master(11)/交通系IC(8)/選択なし(1)/JCB(3)/iD(1),27697,Master(16013)/交通系IC(7067)/選択なし(380)/JCB(2947)/iD(1290),60,913,0
2022/12/3,89,103375,45,41340,44,Master(20)/iD(8)/QUICPay(2)/交通系IC(9)/JCB(5),62035,Master(25241)/iD(14153)/QUICPay(2020)/交通系IC(10722)/JCB(9899),89,1162,0
2022/12/4,78,105416,38,38349,40,QUICPay(3)/Master(13)/iD(5)/JCB(6)/交通系IC(13),67067,QUICPay(3440)/Master(25447)/iD(11267)/JCB(12815)/交通系IC(14098),78,1351,0
2022/12/5,0,0,0,0,0,,0,,0,0,1
2022/12/6,43,42750,29,27424,14,Master(7)/選択なし(1)/WAON(2)/交通系IC(1)/JCB(3),15326,Master(9487)/選択なし(690)/WAON(1628)/交通系IC(463)/JCB(3058),43,994,0
2022/12/7,52,50783,33,32093,19,Master(8)/iD(2)/JCB(5)/QUICPay(1)/交通系IC(3),18689,Master(10215)/iD(2133)/JCB(3167)/QUICPay(1282)/交通系IC(1892),52,977,0
2022/12/8,55,60051,27,29876,28,QUICPay(2)/交通系IC(10)/Master(11)/選択なし(2)/JCB(3),30175,QUICPay(2520)/交通系IC(8081)/Master(14812)/選択なし(1435)/JCB(3327),55,1092,0
2022/12/9,53,59239,28,25564,25,Master(7)/交通系IC(8)/QUICPay(2)/iD(2)/JCB(4)/選択なし(1)/WAON(1),33675,Master(10571)/交通系IC(9508)/QUICPay(1828)/iD(2217)/JCB(5128)/選択なし(1448)/WAON(2975),53,1118,0
2022/12/10,98,115981,52,49365,46,Master(20)/WAON(3)/iD(5)/QUICPay(2)/選択なし(2)/交通系IC(11)/JCB(3),66616,Master(31940)/WAON(3202)/iD(4666)/QUICPay(2043)/選択なし(2171)/交通系IC(13278)/JCB(9316),98,1183,0
2022/12/11,64,77457,33,38316,31,iD(7)/Master(10)/交通系IC(11)/QUICPay(1)/JCB(2),39142,iD(7959)/Master(16981)/交通系IC(9911)/QUICPay(480)/JCB(3811),64,1210,0
2022/12/12,0,0,0,0,0,,0,,0,0,1
2022/12/13,0,0,0,0,0,,0,,0,0,1
2022/12/14,46,44527,24,20384,22,iD(3)/交通系IC(10)/Master(5)/JCB(4),24142,iD(3808)/交通系IC(9917)/Master(5219)/JCB(5198),46,968,0
2022/12/15,44,40212,22,21506,22,交通系IC(13)/Master(5)/選択なし(1)/JCB(1)/QUICPay(2),18705,交通系IC(8736)/Master(5396)/選択なし(1120)/JCB(1020)/QUICPay(2433),44,914,0
2022/12/16,46,39659,23,15920,23,QUICPay(3)/交通系IC(7)/Master(9)/iD(2)/JCB(2),23739,QUICPay(2186)/交通系IC(4662)/Master(10407)/iD(770)/JCB(5714),46,862,0
2022/12/17,82,113058,36,42667,46,交通系IC(17)/Master(17)/WAON(3)/選択なし(2)/JCB(4)/iD(3),70392,交通系IC(18054)/Master(31813)/WAON(7064)/選択なし(3075)/JCB(4712)/iD(5674),82,1379,0
2022/12/18,59,87273,39,51761,20,Master(8)/交通系IC(6)/iD(1)/JCB(4)/WAON(1),35511,Master(19543)/交通系IC(6294)/iD(369)/JCB(7106)/WAON(2199),59,1479,0
2022/12/19,0,0,0,0,0,,0,,0,0,1
2022/12/20,54,54828,22,20579,32,交通系IC(10)/Master(12)/iD(5)/QUICPay(2)/JCB(2)/選択なし(1),34248,交通系IC(7036)/Master(16591)/iD(3563)/QUICPay(2279)/JCB(3690)/選択なし(1089),54,1015,0
2022/12/21,44,47677,27,29370,17,Master(5)/JCB(3)/交通系IC(9),18308,Master(7713)/JCB(3460)/交通系IC(7135),44,1084,0
2022/12/22,30,34091,19,23931,11,Master(5)/JCB(1)/交通系IC(4)/iD(1),10159,Master(6415)/JCB(609)/交通系IC(2072)/iD(1063),30,1136,0
2022/12/23,43,45996,24,28167,19,交通系IC(6)/QUICPay(3)/Master(5)/JCB(4)/選択なし(1),17829,交通系IC(3726)/QUICPay(2145)/Master(7388)/JCB(3805)/選択なし(765),43,1070,0
2022/12/24,94,130097,47,58082,47,交通系IC(19)/JCB(8)/QUICPay(2)/Master(13)/iD(4)/選択なし(1),72015,交通系IC(22628)/JCB(13539)/QUICPay(1585)/Master(23999)/iD(7813)/選択なし(2451),94,1384,0
2022/12/25,71,85896,33,34550,38,交通系IC(14)/JCB(7)/QUICPay(1)/Master(13)/選択なし(1)/iD(2),51347,交通系IC(15979)/JCB(10563)/QUICPay(1850)/Master(17514)/選択なし(1603)/iD(3838),71,1210,0
2022/12/26,0,0,0,0,0,,0,,0,0,1
2022/12/27,54,49091,34,29078,20,iD(4)/JCB(1)/交通系IC(10)/Master(3)/選択なし(1)/QUICPay(1),20454,iD(3414)/JCB(1229)/交通系IC(7950)/Master(5153)/選択なし(1734)/QUICPay(974),54,909,0
2022/12/28,57,58766,38,37156,19,交通系IC(7)/Master(8)/iD(2)/JCB(2),21609,交通系IC(6311)/Master(12421)/iD(1756)/JCB(1121),57,1031,0
2022/12/29,55,70233,33,40774,22,iD(3)/Master(9)/交通系IC(8)/JCB(2),29460,iD(1755)/Master(16731)/交通系IC(9427)/JCB(1547),55,1277,0
2022/12/30,49,65897,32,38654,17,Master(11)/iD(4)/JCB(1)/交通系IC(1),27244,Master(22611)/iD(3139)/JCB(540)/交通系IC(954),49,1345,0
2022/12/31,47,65275,25,31632,22,Master(16)/交通系IC(2)/iD(3)/JCB(1),33643,Master(25032)/交通系IC(1526)/iD(3232)/JCB(3853),47,1389,0
